File_Name,Content,Category
5DCA84A7,some framework ideas for software engineering education,icse
8364F851,jetscope reliable and interactive analytics at cloud scale,vldb
7D12F7F2,dependency satisfaction in databases with incomplete information,vldb
75F008AB,dictionary based order preserving string compression,vldb
7269B759,ontology based modification for the code generated from model,icse
5A9AA04B,file redundancy issues in distributed database systems,vldb
84354C84,optimization for iterative queries on mapreduce,vldb
5D744D9C,innovation in database management computer science vs engineering,vldb
0B9FA617,data base design in theory and practice towards an integrated methodology,vldb
5CEBAAFC,hyper programming in java,vldb
803D40D8,safe software updates via multi version execution,icse
80A07E07,automated secure room system,icse
83F53555,an approach for generating state machine designs from scenarios,icse
7F759EAF,probabilistic skylines on uncertain data,vldb
768FA5DF,deep representations for software engineering,icse
81DDA5B0,improvement of bm algorithm in intrusion detection system,icse
75389AE7,free riding aware forwarding in content addressable networks,vldb
58B1BFB8,notice of retraction the discussion of aluminum electrolytic mobile digital system based on webservice,icse
755C144C,queries with guarded negation,vldb
7F5E1968,from data independence to knowledge independence an on going story,vldb
7AF0FBB5,reifying configuration management for object oriented software,icse
7E5732E3,research challenges in modelling ecosystems,icse
8091E28A,top k typicality queries and efficient query answering methods on large databases,vldb
7E115111,web based integration of printed and digital information,vldb
7D462118,programming at the processor memory switch level,icse
81044EC5,towards a multi level modeling language for testbed automation systems,icse
7DF23F43,coverage guided systematic concurrency testing,icse
76B5F078,a data based approach to social influence maximization,vldb
7E84F09B,analysis of van core system architecture a case study of applying the atam,icse
793AEC75,orthogonally persistent object systems,vldb
80BECA8A,separating features in source code an exploratory study,icse
7B255555,mdsheet a framework for model driven spreadsheet engineering,icse
7FED9FB5,adaptive online program analysis,icse
77D73233,a bidirectional graph transformation approach to analysis of concurrent software models,icse
76577B48,coca an automated debugger for c,icse
76C25621,qos aware optimization of sensor network queries,vldb
81CF9757,emergency scheduling optimization based on improved artificial bee colony algorithm,icse
7F1515C8,the study of the speaker testing system based on the object oriented method,icse
05869C72,database research at mcc abstract,vldb
027F2C54,a software engmeenng v ew of database systems,vldb
5EB35AA3,application program conversion due to data base changes,vldb
5E5DB778,disk mirroring with alternating deferred updates,vldb
75BFD374,who needs xml database,vldb
77B5776E,recent advances in the integrated circuit design of rfid transponder,icse
79D130C6,data model for extensible support of explicit relationships in design databases,vldb
7D12DD51,discover keyword search in relational databases,vldb
76A1866E,surface and composition reactivity of pt gan catalytic contact as schottky barriers gas sensor,icse
75A92D8B,supporting evolution and maintenance of android apps,icse
7CC4921A,internationalization models of software product firms,icse
5F69ADDB,interval queries on object histories extended abstract,vldb
5F5B8438,mars a system for publishing xml from mixed and redundant storage,vldb
5FD5AB11,mindreader querying databases through multiple examples,vldb
03AFEB82,toward a methodological knowledge for service oriented development based on open meta model,icse
06C0898A,schneider an evaluation of non equijoin algorithms,vldb
0348AC31,software quality models a comparative study,icse
7844F3B8,evaluation of combinatorial file organization schemes,vldb
81388436,effect of gold catalyst thickness on zinc oxide thin films,icse
8623C5D8,aggregating semantic annotators,vldb
7F2934E7,best position algorithms for top k queries,vldb
7E7B9555,capri mr exploring protein databases from a structural and physicochemical point of view,vldb
7F4B4A01,propolis provisioned analysis of data centric processes,vldb
752A94F3,the connection between movie making and software development keynote,icse
80EA4393,a study of the aadl mode based on timed automata,icse
7811CF1B,detecting memory leaks through introspective dynamic behavior modelling using machine learning,icse
7.92E+05,comparing stars on approximating graph edit distance,vldb
80ABD1E0,predicting faults using the complexity of code changes,icse
8071935D,supporting negotiation and dispute resolution with computing and communication technologies,icse
5E4980CD,searching large lexicons for partially specified terms using compressed inverted files,vldb
7CA9257E,fast updates on read optimized databases using multi core cpus,vldb
7D642F8D,generalized mutual dependencies and the decomposition of database relations,vldb
7B04C257,a kind of fault diagnosis research based on improved som bp composite neural network,icse
05D2D412,proceedings of the 3rd international conference on software engineering,icse
7BD3012B,scolopax exploratory analysis of scientific data,vldb
7FD7CED0,towards a universal relation interface,vldb
6EC527AD,progressive merge join a generic and non blocking sort based join algorithm,vldb
7A82B181,an asymptotically optimal multiversion b tree,vldb
7827AAD0,applications of xrd and tof sims in failure analysis of sige epi wafer,icse
7EF45142,efficient bulk deletes for multi dimensional clustered tables in db2,vldb
7D962547,computation cost in grid computing environments,icse
81F78020,a survey of defense mechanisms against application layer distributed denial of service attacks,icse
7D3E5CB7,software reliability and dependability a roadmap,icse
779DDC2A,supporting maintenance tasks on transformational code generation environments,icse
763FC2F0,research on the implementation technology of generic codec for web application testing,icse
5ECCE268,line graph of gamma acyclic database schems and its recognition algorithm,vldb
5F06B835,a system for program refinement,icse
0BF7DD6C,relating evolving business rules to software design,icse
762EA93D,deep web integration with visqi,vldb
72917157,idbd an interactive design tool for codasyl dbtg type data bases,vldb
0B941B0A,exact set similarity joins,vldb
7DE2AC1A,ips an interactive package configuration system for trip planning,vldb
792D5115,best papers of vldb 2003,vldb
7811B21C,representing unique stakeholder perspectives in bpm notations,icse
7F9B4034,a simulation model for performance analysis of large shared data bases,vldb
7F4D672F,relational support for flexible schema scenarios,vldb
7BF7D0C2,speed up interactive image retrieval,vldb
75BC4067,a multi ranker model for adaptive xml searching,vldb
7E328E3E,query processing for high volume xml message brokering,vldb
7A0584BA,scorpion explaining away outliers in aggregate queries,vldb
7BF93461,international workshop on testing distributed component based systems,icse
809D480C,sniafl towards a static non interactive approach to feature location,icse
583E5CF3,logic programming environments for large knowledge bases a practical perspective abstract,vldb
7F8C9060,formal modelling and validation for software process based on cpn,icse
0A93376E,pushing support constraints into frequent itemset mining,vldb
598BE221,getting priorities straight improving linux support for database i o,vldb
7A4CC4CF,design implementation and evaluation of a revision control system,icse
801F0906,4th international workshop on mining software repositories msr 2007,icse
7B94BCC2,autonomous adaptation to dynamic availability using a service oriented component model,icse
5B3B07C5,incremental clustering for mining in a data warehousing environment,vldb
75E55426,the study of urban drainage network information system space framework data standards in kunming based on gis,icse
7B014934,workshop description of 5th intl workshop on scenarios and state machines models algorithms and tools scesm,icse
784DDF4B,spam a sparql analysis and manipulation tool,vldb
7E370426,fourth international workshop on multicore software engineering iwmse 2011,icse
7A03F714,evaluation on the factors affecting the quality of social audit based on fahp,icse
81063E4D,a designer for dbms processable logical database structures,vldb
7C747B7A,geographically distributed sensemaking developing understanding in forum based software development teams,icse
7FF6B8B1,network aware query processing for stream based applications,vldb
1400D0F1,effective service replication mechanisms exploiting agent mobility,icse
86278F7D,proceedings of the 19th international conference on very large data bases,vldb
8074608B,massive scale out of expensive continuous queries,vldb
7EC96BAC,seminal software engineering using metaheuristic innovative algorithms,icse
7C289E90,only aggressive elephants are fast elephants,vldb
8143C911,low voltage multi level flash memory determination of minimum spacing between multi levels cmos,icse
8027931B,measuring software coupling,icse
83E4EBF8,work efficient parallel skyline computation for the gpu,vldb
7EE11D42,engineering medical information systems architecture data and usability security,icse
809FE3F9,a software process scheduling simulator,icse
863240BD,controlled adaptation oriented evolution of object oriented components,icse
7DBD1F7D,implementation of the irrd data base in portugal,vldb
5939F6A4,optimization for spatial query processing,vldb
1.91E+06,analysis of autonomic computing concepts in computational grid based on the aclm model,icse
03121CF6,view invalidation for dynamic content caching in multitiered architectures,vldb
784DD903,timetrails a system for exploring spatio temporal information in documents,vldb
5E25A592,composite event specification in active databases model implementation,vldb
806F1C4B,a survey on xml streaming evaluation techniques,vldb
7E1729D1,spatio temporal retrieval with rasdaman,vldb
817ADF54,a system dependability modeling framework using aadl and gspns,icse
78579768,agility evaluation factor identification of flexibility level,icse
7E85D28C,an effective and versatile keyword search engine on heterogenous data sources,vldb
806F19D8,a business process explorer,icse
7B17264D,software engineering and structured programming,icse
5DD4937A,spatial joins in main memory implementation matters,vldb
5E054B6E,model based information integration in a neuroscience mediator system,vldb
7982044B,parallel ant colony optimization algorithm for vehicle routing problem,icse
005BBCD4,empirical comparison of database concurrency control schemes,vldb
0528B2DB,italian electronic identity card principle and architecture,vldb
7D62F205,efficient reuse of domain specific test knowledge an industrial case in the smart card domain,icse
76D67F79,pulse power failure model of power mosfet due to electrical overstress using tasca method,icse
5A2ED747,on testing satisfiability of tree pattern queries,vldb
7F23B54F,whosefault automatic developer to fault assignment through fault localization,icse
03A7FE8F,separability an approach to physical data base design,vldb
5CAFEBFA,pesto an integrated query browser for object databases,vldb
80723915,an integrated method for effective behaviour analysis of distributed systems,icse
00FC9814,design and performance tools for data base systems,vldb
5DD408D8,distributed transitive closure computations the disconnection set approach,vldb
7660F700,osgis foss in lbs design,icse
6E6C34EA,architecture for data collection in database intrusion detection systems,vldb
09E4178C,frama c a software analysis perspective,icse
7CE36D6D,changing dynamics of software engineering and mysterious human passion,icse
7F7C200D,constructing sdes with the ipsen meta environment,icse
7CD76BD0,dependency trees in sub linear time and bounded memory,vldb
6E64301F,r optimizer validation and performance evaluation for distributed queries,vldb
7BC5E600,probabilistic management of ocr data using an rdbms,vldb
7DD14817,the lsd tree spatial access to multidimensional and non point objects,vldb
7BD9811E,multi platform user interface construction a challenge for software engineering in the small,icse
76CCC9EE,a generative approach for multi agent systems,icse
8005635F,toward sustainable software engineering nier track,icse
05A9EF8C,a note on the survey future of database technology,vldb
7EB362F0,sor a practical system for ontology storage reasoning and search,vldb
7C697E99,a management approach to the development of computer based systems,icse
03261D9E,the information preserving properties of relational database transformations,vldb
8012BF3F,answering common questions about code,icse
814CAF0E,fine grained lazy replication with strict freshness and correctness guarantees,vldb
81679384,evolutionary techniques for updating query cost models in a dynamic multidatabase environment,vldb
7ECC7A89,software reuse economics cost benefit analysis on a large scale ada project,icse
7D1F9CBF,design science methodology principles and practice,icse
58AE536E,requirements of secure storage systems for healthcare records,vldb
8084027F,security in distributed metadata catalogues,vldb
8353BF61,s epps construct and explore bisimulation summaries plus optimize navigational queries all on existing sparql systems,vldb
7C22331E,pitfalls and safeguards in real time digital systems with emphasis on programming,icse
0A71A9A0,sql memory management in oracle9i,vldb
78B76FAF,the development of a dashboard tool for visualising online teamwork discussions,icse
7C1F761A,complex rfid event processing,vldb
753597D9,sketching distributed sliding window data streams,vldb
7E435F2C,full disjunctions polynomial delay iterators in action,vldb
7ABC3099,disseminating streaming data in a dynamic environment an adaptive and cost based approach,vldb
79A6403D,fault tolerant data flow using curator storm,icse
7B74F88A,assessing software review meetings a controlled experimental study using csrs,icse
72F87EF9,incorporating an object oriented programming language into the first year of a software engineering education,icse
1.82E+10,fast time sequence for arbitrary lp norms,vldb
7CC8B344,on the role of value sensitive concerns in software engineering practice,icse
7576A29D,precis from unstructured keywords as queries to structured databases as answers,vldb
7987769D,session 4a management issues,icse
7974EF0D,the echo approach to formal verification,icse
5989B3F0,the challenge of process data warehousing,vldb
5EA28C7E,maintaining consistency of client cached data,vldb
05C28796,programming speed characterization of 0 6 m flotox eeprom cell,icse
5B2BF79A,native xml support in db2 universal database,vldb
07468F54,db prism integrated data warehouses and knowledge networks for bank controlling,vldb
5FB82FD8,the voice of the customer innovative and useful research directions panel,vldb
7E44C46C,improving api documentation usability with knowledge pushing,icse
5B06151E,distributed concurrency control performance a study of algorithms distribution and replication,vldb
7D1BEEE3,storing scientific workflows in a database,vldb
5E0E79C3,maturity motivation and effective learning in projects benefits from using industrial clients,icse
81670F3B,top k structural diversity search in large networks,vldb
59FDEFF4,tree pattern queries on a lightweight xml processor,vldb
8291037,subject a directory driven system for organizing and accessing large statistical databases,vldb
79DAA20A,fabrication study of solid microneedles array using hna,icse
7D26A10A,bounded conjunctive queries,vldb
5D71E36F,pm3 an orthogonal persistent systems programming language design implementation performance,vldb
7E5F4371,twenty dirty tricks to train software engineers,icse
7DA72480,design and characteristics of four channel 1200 ghz spacing 1550 nm wdm device using cascaded directional couplers,icse
75B2B5E8,a dbms for the u s bureau of the census,vldb
7CC0D17F,modeling behavioral design patterns of concurrent objects,icse
6E297396,extensible specifications for automatic re use of specifications and proofs,icse
7A5C5197,a template model for multidimensional inter transactional association rules,vldb
712D4820,an ultra highly available dbms,vldb
7F433ACB,statistical analysis for waveguide co2 laser broadening effect,icse
58D6B3A7,recovering from main memory lapses,vldb
7EE624CE,perspectives of delegation in team based distributed software development over the geni infrastructure nier track,icse
80EE69F1,empirical investigation of a novel approach to check the integrity of software engineering measuring processes,icse
7E6B1DD2,generating code from scenario and state based models to address crosscutting concerns,icse
5EA278E2,proceedings of the 26th international conference on very large data bases,vldb
6E5EF321,priority hints an algorithm for priority based buffer management,vldb
78D1D232,a comparison of four design methods for real time systems,icse
7CB22B29,rs mac a fusion ranging of wsn mac protocol,icse
6E03CE65,energy efficiency of load balancing in manet routing protocols,icse
7524A530,4th international workshop on scenarios and state machines models algorithms and tools scesm 05,icse
161433,a resource class independent deadlock detection algorithm,vldb
08A57AB1,reduced cover trees and their application in the sabre access path model,vldb
3246DBE3,scheduling strategies for risk mitigation,icse
5D452974,choices in practical data design,vldb
81659C85,scalable interoperability through the use of coin lightweight ontology,vldb
7F52DDCF,exploratory study of a uml metric for fault prediction,icse
7636D8E0,supporting keyword search in product database a probabilistic approach,vldb
79F0ADA1,an adaptive bayesian approach for url selection to test performance of large scale web based systems,icse
0B000ABD,compositional simulation of real time components,icse
7E2E1970,embellishing text search queries to protect user privacy,vldb
7E01E34B,the use of goals to surface requirements for evolving systems,icse
8.13E+07,alae accelerating local alignment with affine gap exactly in biosequence databases,vldb
764975F5,berlinmod a benchmark for moving object databases,vldb
8046B316,putting the practice into software engineering education,icse
7230840D,notice of retraction research on tourism sustainable development of changsha based on low carbon perspective,icse
7F0493FF,distributed search over the hidden web hierarchical database sampling and selection,vldb
7DA26157,a novel double heterojunction bipolar transistor for power amplifiers,icse
03B5D5E4,3xnf redundancy eliminating xml storage in relations,vldb
7E558399,visual timed event scenarios,icse
59E2896D,using flexible transactions to support multi system telecommunication applications,vldb
8081D667,visual roadmaps for managed enterprise architecture evolution,icse
7AE0BD07,feedback directed unit test generation for c c using concolic execution,icse
7FA4246D,constrained physical design tuning,vldb
7AC25D75,the aditi deductive database system,vldb
7B11582C,extending a general theory of software to engineering,icse
7DA46B9C,anatomy simple and effective privacy preservation,vldb
7DE935DE,creating and evolving software by searching selecting and synthesizing relevant source code,icse
5CD0D1D6,commit_lsn a novel and simple method for reducing locking and latching in transaction processing systems,vldb
762EA61A,multidimensional reverse knn search,vldb
4BD1CEEC,obk an online high energy physics meta data repository,vldb
7F914038,a general framework for formalizing uml with formal languages,icse
7FF8CD47,data mining with the sap netweaver bi accelerator,vldb
7E2AD8EA,where should the bugs be fixed more accurate information retrieval based bug localization based on bug reports,icse
5BB606DB,geo environmental and medical data management in the rasdaman system,vldb
7C92085F,an adaptive assistant aided clustering protocol for wsns using niching particle swarm optimization,icse
7B7352DC,swors a system for the efficient retrieval of relevant spatial web objects,vldb
76393B41,a declarative foundation for comprehensive history querying,icse
74D65F89,xml schemas in oracle xml db,vldb
7925E6C1,recovery blocks in action a system supporting high reliability,icse
7DF115AC,a requirements based approach for the design of adaptive systems,icse
7BBE633C,the study of etching selectivity between ingaas and algaas in acid based etching solution,icse
7599C28C,mediators over taxonomy based information sources,vldb
7FEEBCEF,the effect of annealing temperature on the electrical and optical properties of nanostructured zno for uv sensing applications,icse
764E1265,using behavior trees to model the autonomous shuttle system,icse
79E41ED3,a multicore aware von neumann programming model,icse
5866CEC2,using latency recency profiles for data delivery on the web,vldb
7C634C1D,delivering presentations from multimedia servers,vldb
58C43B68,dynamic maintenance of wavelet based histograms,vldb
7FD8FE13,on demand test suite reduction,icse
7AC1A42E,electrical humidity response of sol gel processed licl doped sio sub 2 thin films,icse
6E72CB11,support for temporal data by complex objects,vldb
7D7231A0,design of multi band antenna for wireless communication,icse
7C2BA56A,a study of yield loss in copper back end process due to stress and poor adhesion of the thin films,icse
7C8897CE,efficient approximate search on string collections,vldb
5BDAE04E,reordering query execution in tertiary memory databases,vldb
80D0BBD0,towards certain fixes with editing rules and master data,vldb
62042F21,controlling data warehouses with knowledge networks,vldb
5848F625,moby an architecture for distributed expert database systems,vldb
75DBCFCC,supporting the data cube lifecycle the power of rolap,vldb
59DA2A04,processing queries over generalization hierarchies in a multidatabase system,vldb
713DE6F3,european and american software process maturity models and assessments,icse
75E6F94A,software process modeling a behavioral approach,icse
7F51EBBB,formation and status of the mems microfluidics industry,icse
5.84E+10,magic functions a technique to optimize extended datalog recursive programs,vldb
79AA25E5,top k queries on temporal data,vldb
588F3FA1,cache tables paving the way for an adaptive database cache,vldb
7FC6E915,on extracting unit tests from interactive live programming sessions,icse
7EDC7F52,algebraic manipulation of scientific datasets,vldb
7953CFF2,conceptual modeling through linguistic analysis using lida,icse
7A46E427,a lightweight framework for graphical editors on android devices,icse
072C3A5C,implementing a three schema dbms framework,vldb
7993CFAF,scout prefetching for latent structure following queries,vldb
7CF5FE7C,simd scan ultra fast in memory table scan using on chip vector processing units,vldb
82D626A4,foundations of music warehouses for discovering new songs i like,vldb
7F7845F1,high field domain formation and current voltage hysteresis in selectively doped gaas algaas multiple quantum well structures,icse
8122B5F8,panel session position paper software process modeling experience,icse
81C9640F,soccer videos analysis based on the active discriminant model,icse
79BB987C,a low hardware cost wear leveling algorithm for application of smart mobile terminals,icse
58B5006F,active storage for large scale data mining and multimedia,vldb
802FA533,predictable performance for unpredictable workloads,vldb
745A798D,an optimization approach for effective formalized fuml model checking,icse
7ECFA64D,software for everyone by everyone,icse
9.13E+63,a micro dbms for a distributed data base,vldb
7FF6DDDA,a survey of query expansion query suggestion and query refinement techniques,icse
81524AE8,user interface development and software environments the chiron 1 system,icse
0B38976E,database support for hypertext,vldb
7CB597C4,databases and the silification of health,vldb
7E9BB11C,using server pages to unify clones in web applications a trade off analysis,icse
7D4554C8,analysis on the technology front of workflow based on knowledge mapping,icse
026042B9,sound symbolic linking in the presence of preprocessing,icse
5DEA447F,a metadata approach to resolving semantic conflicts,vldb
7F344EBC,rule based workflow management for bioinformatics,vldb
59E26C75,exploiting versions for handling updates in broadcast disks,vldb
80284363,development policy analysis in mali sustainable growth prospects,icse
80D8BF6B,a modeling language s evolution driven by tight interaction between academia and industry,icse
5D0C5C41,a deductive method for entity relationship modeling,vldb
7EDCC8FC,surrogate parenthood protected and informative graphs,vldb
76073C20,fundamentals of order dependencies,vldb
007DC5F7,an adaptable and adjustable mapping from xml data to tables in rdb,vldb
7911C13E,evaluating components in the context of use,icse
8139808D,using ocl queries for debugging c,icse
7FF535AA,ranksql supporting ranking queries in relational database management systems,vldb
7F965A4F,developing initial ooa models,icse
0944A415,challenges and opportunities in the information systems security evaluation and position of iso iec 15408,icse
765C6085,flash based extended cache for higher throughput and faster recovery,vldb
801FC46F,the software knowledge base,icse
7FDA6EF2,massive genomic data processing and deep analysis,vldb
800ABF46,bridging the gap between the theory and practice of software test automation,icse
7B740D07,evaluating usefulness of software metrics an industrial experience report,icse
5F35D7EB,the changing landscape of the software industry and its implications for india,vldb
807AF51D,a multidatabase transaction model for interbase,vldb
7BB30E77,developer driven big bang process transition from scrum to kanban,icse
7DA6ADAF,approximate joins concepts and techniques,vldb
7BB340C1,data page layouts for relational databases on deep memory hierarchies,vldb
63FB3837,reverse engineering strategies for software migration,icse
59EA9F49,extending the search strategy in a query optimizer,vldb
7611FE48,research on the conflict analysis of supply chain management based on graph model with mrcr,icse
7C1B4024,the value of a usability supporting architectural pattern in software architecture design a controlled experiment,icse
76DC5AAF,uv diagram a voronoi diagram for uncertain spatial databases,vldb
010FA33A,managing rdfi data,vldb
7EDC4D1D,rethinking the taxonomy of fault detection techniques,icse
786D8430,p 3 n profiling the potential of a peer based data management system,vldb
5C2CD755,performance analysis of disk arrays under failure,vldb
7D15D043,high performance configurable distributed hybrid memory in structured asic,icse
7497E6E5,business process coordination state of the art trends and open issues,vldb
5DFB6879,performance measurements of compressed bitmap indices,vldb
8151D496,a two period pricing model with customers reference prices,icse
0688AA1D,systematic derivation of complementary specifications,vldb
58509A9D,finding regular simple paths in graph databases,vldb
7BC0AE38,analysis of the workflow management system of student work,icse
80306E0C,supporting security monitor aware development,icse
81643CF7,static checking of dynamically generated queries in database applications,icse
81465EDF,an efficient and scalable approach to cnn queries in a road network,vldb
80F8EBE4,amida a sequence diagram extraction toolkit supporting automatic phase detection,icse
76BE1767,dbms research at a crossroads the vienna update,vldb
8395A61F,robust local community detection on free rider effect and its elimination,vldb
80F2DF8C,warehousing workflow data challenges and opportunities,vldb
7BD9183F,time for our field to grow up,vldb
5A56D9CB,techniques for design and implementation of efficient spatial access methods,vldb
5E91EB12,structured and formal methods an investigative framework,icse
5C61B922,biodiversity informatics infrastructure an information commons for the biodiversity community,vldb
5DB4A67B,efficient snapshot differential algorithms for data warehousing,vldb
80889910,scenario generation with differential scenario,icse
664DEECB,the theory of probabilistic databases,vldb
7ED6B655,a polygen model for heterogeneous database systems the source tagging perspective,vldb
81DA7A39,integration of xml data,vldb
010CD321,dbms standards current status and future directions,vldb
7EA83495,a case based approach to information integration,vldb
76C468B8,completely validated software error based validation completeness panel session,icse
5B6C4BD4,describing and using query capabilities of heterogeneous sources,vldb
80A8ADA6,wireless video streaming over data distribution service middleware,icse
800B171F,visual web information extraction with lixto,vldb
5EDB73DD,large scale data warehouses on grid oracle database 10 g and hp proliant servers,vldb
80D1BAC5,on matching schemas automatically,vldb
80F5B7B3,does outside in teaching improve the learning of object oriented programming,icse
7BECB275,tutorial session 3b prospects for program verification,icse
67A21F37,aggregate maintenance for data warehousing in informix red brick vista,vldb
78B9E9AD,a knowledge base for supporting an intelligent program editor,icse
81B71925,automatic selection and evaluation on data mining algorithms,icse
7FF0C487,continuous nearest neighbor search,vldb
85D5101F,impact of the creation of the mozilla foundation in the activity of developers,icse
7637E538,continuous coordination a new paradigm for collaborative software engineering tools,icse
7F7831E6,issues in network management in the next millennium,vldb
013DB87A,john funderburk querying xml views of relational data,vldb
7F64409A,are fit tables really talking a series of experiments to understand whether fit tables are useful during evolution tasks,icse
786A2C77,static control flow analysis of user driven callbacks in android applications,icse
75A998F3,popt a problem oriented programming and testing approach for novice students,icse
7E7843F9,the stratosphere platform for big data analytics,vldb
0398CF4C,cumulative subgoal fulfillment in software development,icse
7FE742E6,a two step iris recognition algorithm,icse
776B0D44,experience report use of video for program documentation,icse
02D79FE6,conceptual and internal schemas in codasyl,vldb
7DE752D9,cooperative scans dynamic bandwidth sharing in a dbms,vldb
034AF38A,the active information system a data driven system for the analysis of imprecise data,vldb
061834D7,experience report exploiting advanced database optimization features for large scale sap r 3 installations,vldb
7A11C506,the buddy tree an efficient and robust access method for spatial data base systems,vldb
7CC1E099,rcsi scalable similarity search in thousand s of genomes,vldb
6566CB10,supporting generalized context interactions,icse
78C44829,advances in the design and implementation of a multi tier architecture in the gipsy environment with java,icse
033B28E2,database applications in developing countries,vldb
59623555,solving the phantom problem by predicative optimistic concurrency control,vldb
5D5B1A2D,memory adaptive external sorting,vldb
5CE950C7,the treescape system reuse of pre computed aggregates over irregular olap hierarchies,vldb
79DFD44E,using kids as a tool support for vdm,icse
7D95D867,growth characterization of in x ga 1 x as al x ga 1 x as multi oxide layer vertical cavity surface emitting lasers structure,icse
810BB421,effective phrase prediction,vldb
75E49F50,comparing frameworks and layered refinement,icse
7C046AD8,the experience factory how to build and run one tutorial,icse
7EE3F83F,monitoring business processes with queries,vldb
80D58477,from user stories to code in one day,icse
5CAC0E6E,a nanotechnology based approach to data storage,vldb
5F7AC1B9,hash joins and hash teams in microsoft sql server,vldb
7790F2FE,ρ uncertainty inference proof transaction anonymization,vldb
11B7DDEB,optimizing queries with universal quantification in object oriented and object relationa l databases,vldb
7946781A,information hiding based on dna steganography,icse
7EFA90A5,guidelines for modeling language independent integration of dynamic schemata,icse
832CCC16,normalizing class hierarchies based on the formal concept analysis,icse
5C54A641,a heuristic approach to distributed query processing,vldb
860396F4,s ee db efficient data driven visualization recommendations to support visual analytics,vldb
7E36E210,leewave level wise distribution of wavelet coefficients for processing k nn queries over distributed streams,vldb
7F777927,automating the detection of snapshot isolation anomalies,vldb
7E645826,implementing incremental code migration with xml,icse
78817CBB,automatic generation of cost effective test oracles,icse
5E0E783B,dynamic load balancing in hierarchical parallel database systems,vldb
7F049C52,automated detection of client state manipulation vulnerabilities,icse
5A9F6CCC,database intrusion detection using role profiling with role hierarchy,vldb
0296BE29,current research into specialized processors for text information retrieval,vldb
5B05FE45,performance of catalog management schemes for running access modules in a locally distributed database system,vldb
5E7A7256,dvss a distributed version storage server for cad applications,vldb
7AF5285C,international workshop on service oriented software engineering iw sose 06,icse
0A398B8B,efficient similarity string joins in large data sets,vldb
7842D52B,a performance study of four index structures for set valued attributes of low cardinality,vldb
5F1ACF1E,impact of new technologies,vldb
7B64CE2D,mashup by surfing a web of data apis,vldb
7E7A4ECB,array bounds check elimination for java based on sparse representation,icse
7C929D9E,non technological issues in software engineering,icse
7A52D2A6,formal specification and automatic programming,icse
7969FE30,development of sic mgo distributed bragg reflector using rf magnetron sputtering technique,icse
7EBB25E3,from tree patterns to generalized tree patterns on efficient evaluation of xquery,vldb
7A67681F,session 6b reliability and complexity measures i,icse
7CA0CB4F,communication content among customer and developer software requirements elicitation,icse
7C5B0E39,a methodology and tool for performance analysis of distributed server systems,icse
5E0D0735,robust estimation with sampling and approximate pre aggregation,vldb
5D35AA79,panel is generic metadata management feasible,vldb
78AADBB7,scuba diving into data at facebook,vldb
78C9D532,special issue on data management for mobile services,vldb
7F990B4B,navigating large scale semi structured data in business portals,vldb
0BA5A202,foreword by the vldb 98 pc chairmen best papers of vldb 98,vldb
7F3B3710,software architecture and agile software development a clash of two cultures,icse
58FA1034,hardware acceleration in commercial databases a case study of spatial operations,vldb
5B3A6400,high performance hardware for database systems,vldb
7E0A5C53,path prediction and predictive range querying in road network databases,vldb
75786F81,granularity of locks in a shared data base,vldb
59ABEDDD,an efficient sql based rdf querying scheme,vldb
778C84D2,a flexible approach to alliances of complex applications,icse
8003D11F,leveraging analysis aided design decision knowledge in uml based development of embedded systems,icse
70D55DF5,notice of retraction analysis on consumption structure of shanghai resident by using panel data model,icse
7CD305E0,virtual reality technology in simulation trainning system of important person security guard,icse
4393CD7B,a supervisor synthesis tool for finite nondeterministic automata with data,icse
052655D3,genetic algorithm approach to path planning for intelligent camera control for scientific visualization,icse
7C262250,keyword querying and ranking in databases,vldb
790E3B4F,business to business interactions issues and enabling technologies,vldb
0841DCC7,detailing architectural design in the tropos methodology,icse
7D8AC0FC,online balancing of range partitioned data with applications to peer to peer systems,vldb
0A55B8EB,equivalence among relational expressions with the union and difference operation,vldb
00A5F4A8,semiconducting and magnetic properties of la0 67ca0 33mn1 xdyxo3 ceramics,icse
81AFE80F,mined knowledge and decision support services in electronic health,icse
5C0DD793,on map matching vehicle tracking data,vldb
5F11CF43,experiences with an object manager for a process centered environment,vldb
78BE0E98,reran timing and touch sensitive record and replay for android,icse
81CADBD7,an automatic reassembly model and algorithm of log file fragments based on graph theory,icse
764CD45F,se pioneers symposium the first 25 years the next 25 years on doing work of lasting value,icse
7F5D3B09,flow behaviour of fluid structure interaction fsi system of piezoelectric actuated valveless micropump pavm,icse
6C97481B,towards an odmg compliant visual object query language,vldb
76B113BE,analysis of error remediation expenditures during validation,icse
7D2F0E43,relaxing join and selection queries,vldb
5EE4DAD6,characteristics of scientific databases,vldb
586B9FD7,mining sequential alarm patterns in a telecommunication database,vldb
8103B837,monitoring and control in scenario based requirements analysis,icse
7F0DE57F,processing forecasting queries,vldb
7D9720D5,keyword aware optimal route search,vldb
7575CEA6,physical based spice model of cmos sti y stress effect,icse
5A5D12DA,browsing electronic mail experiences interfacing a mail system to a dbms,vldb
5C6BFB7C,starting and sometimes ending a database company,vldb
750A0BBA,formal verification problems in a big data world towards a mighty synergy,icse
0253FB24,formal verification of discrete time matlab simulink models using boogie,icse
7E2E0E86,a weakly constrained approach to software change coordination,icse
